test,stat,pvalue,df,runtime_ms,converged_full,converged_null,error_type,failed,reject,scenario,scenario_slug,hypothesis_id,n,effect_size,rep,seed,alpha,null_spec,null_df,notes,is_null
lr_bootstrap,5.3154335918954985,0.021739130434782608,1,140.9773999985191,True,True,,False,True,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.2,0,6792682405325789226,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
wald,13.928471579779233,0.00018990006847377955,1,0.1449999981559813,True,True,,False,True,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.2,1,1792349257383150438,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
score,12.023161924537261,0.0005254348929081393,1,0.08969999908003956,True,True,,False,True,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.2,1,1792349257383150438,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr,11.804184088387615,0.0005909775533019786,1,0.04999999509891495,True,True,,False,True,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.2,1,1792349257383150438,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr_bootstrap,11.804184088387615,0.025,1,126.76490000012564,True,True,,False,True,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.2,1,1792349257383150438,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
wald,11.404056629708293,0.0007328390488567498,1,0.1455999954487197,True,True,,False,True,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.2,2,6197872040948047977,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
score,8.212622749332354,0.004159997871962049,1,0.09649999992689118,True,True,,False,True,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.2,2,6197872040948047977,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr,8.172506316461579,0.004253009883689202,1,0.05219999729888514,True,True,,False,True,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.2,2,6197872040948047977,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr_bootstrap,8.172506316461579,0.023255813953488372,1,137.7455000038026,True,True,,False,True,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.2,2,6197872040948047977,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
wald,3.2182334962036987,0.07282217780193827,1,0.14419999934034422,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.2,3,4315009668537035068,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
score,2.656441886558041,0.1031312016996008,1,0.19720000273082405,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.2,3,4315009668537035068,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr,2.6446295486260283,0.10390037456902039,1,0.18170000112149864,True,True,,False,False,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.2,3,4315009668537035068,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
lr_bootstrap,2.6446295486260283,0.023255813953488372,1,136.08929999463726,True,True,,False,True,Non-regular: ZIP boundary H0: pi=0,zip_boundary,main,120,0.2,3,4315009668537035068,0.05,H0: pi = 0 (boundary),1,境界仮説でχ²近似が壊れ、Wald/Score/LRすべてサイズが歪み得る。LRのparametric bootstrapで校正可能。,False
